"subject","block","trial","stim_1","stim_2","rt","reaction","response"
"ZZ74m","1",86,"1","1",229,"Correct",1
"ZZ74m","1",87,"1","1",248,"Correct",1
"ZZ74m","1",88,"1","1",225,"Correct",1
"ZZ74m","1",89,"2","1",225,"Correct",0
"ZZ74m","1",90,"1","1",330,"Correct",1
"ZZ74m","1",91,"1","1",304,"Correct",1
"ZZ74m","1",92,"2","2",560,"Correct",0
"ZZ74m","1",93,"1","2",419,"Correct",0
"ZZ74m","1",94,"1","1",312,"Correct",1
"ZZ74m","1",95,"1","1",373,"Correct",1
"ZZ74m","1",96,"1","1",301,"Correct",1
"ZZ74m","1",97,"1","2",348,"Correct",0
"ZZ74m","1",98,"1","1",231,"Correct",1
"ZZ74m","1",99,"2","2",175,"Correct",0
"ZZ74m","1",100,"1","1",322,"Correct",1
"ZZ74m","1",101,"1","1",301,"Correct",1
"ZZ74m","1",102,"2","2",513,"Correct",0
"ZZ74m","1",103,"1","1",337,"Correct",1
"ZZ74m","1",104,"1","1",322,"Correct",1
"ZZ74m","1",105,"1","1",228,"Correct",1
"ZZ74m","1",106,"2","1",387,"Correct",0
"ZZ74m","1",107,"1","1",239,"Correct",1
"ZZ74m","1",108,"1","1",220,"Correct",1
"ZZ74m","1",109,"1","1",240,"Correct",1
"ZZ74m","1",110,"2","2",601,"Correct",0
"ZZ74m","1",111,"2","2",419,"Correct",0
"ZZ74m","1",112,"1","1",307,"Correct",1
"ZZ74m","1",113,"2","2",380,"Correct",0
"ZZ74m","1",114,"1","1",228,"Correct",1
"ZZ74m","1",115,"1","1",311,"Correct",1
"ZZ74m","1",116,"1","2",397,"Correct",0
"ZZ74m","1",117,"1","1",400,"Correct",1
"ZZ74m","1",118,"1","1",275,"Correct",1
"ZZ74m","1",119,"1","1",306,"Correct",1
"ZZ74m","1",120,"1","1",274,"Correct",1
"ZZ74m","1",121,"1","1",287,"Correct",1
"ZZ74m","1",122,"1","1",310,"Correct",1
"ZZ74m","1",123,"1","1",237,"Correct",1
"ZZ74m","1",124,"2","1",202,"Correct",0
"ZZ74m","1",125,"2","1",593,"Correct",0
"ZZ74m","1",126,"1","1",287,"Correct",1
"ZZ74m","1",127,"1","1",218,"Correct",1
"ZZ74m","1",128,"1","1",251,"Correct",1
"ZZ74m","1",129,"1","1",472,"Correct",1
"ZZ74m","2",1,"1","2",441,"Correct",0
"ZZ74m","2",2,"1","1",356,"Correct",1
"ZZ74m","2",3,"1","1",270,"Correct",1
"ZZ74m","2",4,"2","1",350,"Correct",0
"ZZ74m","2",5,"1","1",341,"Correct",1
"ZZ74m","2",6,"1","1",240,"Correct",1
"ZZ74m","2",7,"1","1",211,"Correct",1
"ZZ74m","2",8,"1","2",460,"Correct",0
"ZZ74m","2",9,"1","2",495,"Correct",0
"ZZ74m","2",10,"1","1",408,"Correct",1
"ZZ74m","2",11,"1","1",346,"Correct",1
"ZZ74m","2",12,"1","1",325,"Correct",1
"ZZ74m","2",13,"2","1",505,"Correct",0
"ZZ74m","2",14,"2","2",486,"Correct",0
"ZZ74m","2",15,"2","2",390,"Correct",0
"ZZ74m","2",16,"1","2",261,"Incorrect",1
"ZZ74m","2",17,"2","1",252,"Too Slow",NA
"ZZ74m","2",18,"1","1",271,"Correct",1
"ZZ74m","2",19,"2","2",607,"Correct",0
"ZZ74m","2",20,"1","1",505,"Correct",1
"ZZ74m","2",21,"1","1",297,"Correct",1
"ZZ74m","2",22,"1","1",277,"Correct",1
"ZZ74m","2",23,"2","1",235,"Correct",0
"ZZ74m","2",24,"1","1",238,"Correct",1
"ZZ74m","2",25,"1","1",277,"Correct",1
"ZZ74m","2",26,"1","1",319,"Correct",1
"ZZ74m","2",27,"1","1",314,"Correct",1
"ZZ74m","2",28,"1","1",249,"Correct",1
"ZZ74m","2",29,"2","2",256,"Correct",0
"ZZ74m","2",30,"1","1",391,"Correct",1
"ZZ74m","2",31,"1","1",328,"Correct",1
"ZZ74m","2",32,"1","1",385,"Correct",1
"ZZ74m","2",33,"1","1",339,"Correct",1
"ZZ74m","2",34,"2","2",177,"Correct",0
"ZZ74m","2",35,"1","1",345,"Correct",1
"ZZ74m","2",36,"1","1",268,"Correct",1
"ZZ74m","2",37,"1","1",298,"Correct",1
"ZZ74m","2",38,"1","1",243,"Correct",1
"ZZ74m","2",39,"1","1",501,"Correct",1
"ZZ74m","2",40,"1","1",255,"Correct",1
"ZZ74m","2",41,"1","1",316,"Correct",1
"ZZ74m","2",42,"1","1",260,"Correct",1
"ZZ74m","2",43,"1","1",252,"Correct",1
"ZZ74m","2",44,"1","1",277,"Correct",1
"ZZ74m","2",45,"1","1",316,"Correct",1
"ZZ74m","2",46,"1","1",412,"Correct",1
"ZZ74m","2",47,"1","1",289,"Correct",1
"ZZ74m","2",48,"2","2",684,"Correct",0
"ZZ74m","2",49,"1","1",285,"Correct",1
"ZZ74m","2",50,"1","1",314,"Correct",1
"ZZ74m","2",51,"1","1",308,"Correct",1
"ZZ74m","2",52,"1","1",249,"Correct",1
"ZZ74m","2",53,"1","1",238,"Correct",1
"ZZ74m","2",54,"1","1",276,"Correct",1
"ZZ74m","2",55,"2","2",120,"Correct",0
"ZZ74m","2",56,"1","1",277,"Correct",1
"ZZ74m","2",57,"2","1",233,"Correct",0
"ZZ74m","2",58,"1","2",478,"Correct",0
"ZZ74m","2",59,"1","1",345,"Correct",1
"ZZ74m","2",60,"1","1",243,"Correct",1
"ZZ74m","2",61,"1","2",393,"Correct",0
"ZZ74m","2",62,"2","1",224,"Correct",0
"ZZ74m","2",63,"1","1",257,"Correct",1
"ZZ74m","2",64,"1","1",340,"Correct",1
"ZZ74m","2",65,"1","2",440,"Correct",0
"ZZ74m","2",66,"1","1",288,"Correct",1
"ZZ74m","2",67,"1","2",402,"Correct",0
"ZZ74m","2",68,"2","1",220,"Correct",0
"ZZ74m","2",69,"2","1",230,"Correct",0
"ZZ74m","2",70,"1","1",363,"Correct",1
"ZZ74m","2",71,"1","1",367,"Correct",1
"ZZ74m","2",72,"1","1",290,"Correct",1
"ZZ74m","2",73,"2","1",201,"Correct",0
"ZZ74m","2",74,"1","2",361,"Correct",0
"ZZ74m","2",75,"1","1",339,"Correct",1
"ZZ74m","2",76,"1","1",309,"Correct",1
"ZZ74m","2",77,"1","1",281,"Correct",1
"ZZ74m","2",78,"1","1",282,"Correct",1
"ZZ74m","2",79,"1","1",237,"Correct",1
"ZZ74m","2",80,"2","2",232,"Correct",0
"ZZ74m","2",81,"1","1",266,"Incorrect",0
"ZZ74m","2",82,"1","2",644,"Correct",0
"ZZ74m","2",83,"1","1",321,"Correct",1
"ZZ74m","2",84,"1","1",389,"Correct",1
"ZZ74m","2",85,"2","2",305,"Correct",0
"ZZ74m","2",86,"1","1",218,"Correct",1
"ZZ74m","2",87,"1","1",336,"Correct",1
"ZZ74m","2",88,"1","1",382,"Correct",1
"ZZ74m","2",89,"1","1",366,"Correct",1
"ZZ74m","2",90,"2","1",234,"Correct",0
"ZZ74m","2",91,"1","1",207,"Correct",1
"ZZ74m","2",92,"1","1",253,"Correct",1
"ZZ74m","2",93,"1","1",327,"Correct",1
"ZZ74m","2",94,"2","1",298,"Correct",0
"ZZ74m","2",95,"2","1",309,"Correct",0
"ZZ74m","2",96,"1","1",446,"Incorrect",0
"ZZ74m","2",97,"2","2",507,"Correct",0
"ZZ74m","2",98,"1","1",244,"Correct",1
"ZZ74m","2",99,"1","1",449,"Correct",1
"ZZ74m","2",100,"1","1",240,"Correct",1
"ZZ74m","2",101,"1","1",313,"Correct",1
"ZZ74m","2",102,"1","2",592,"Correct",0
"ZZ74m","2",103,"1","1",615,"Correct",1
"ZZ74m","2",104,"1","1",321,"Correct",1
"ZZ74m","2",105,"1","1",292,"Correct",1
"ZZ74m","2",106,"1","1",578,"Correct",1
"ZZ74m","2",107,"1","1",408,"Correct",1
"ZZ74m","2",108,"1","1",360,"Correct",1
"ZZ74m","2",109,"1","1",226,"Correct",1
"ZZ74m","2",110,"1","1",248,"Correct",1
"ZZ74m","2",111,"1","1",228,"Correct",1
"ZZ74m","2",112,"1","1",229,"Correct",1
"ZZ74m","2",113,"1","1",224,"Correct",1
"ZZ74m","2",114,"2","1",575,"Correct",0
"ZZ74m","2",115,"1","1",345,"Correct",1
"ZZ74m","2",116,"1","2",204,"Incorrect",1
"ZZ74m","2",117,"1","1",540,"Correct",1
"ZZ74m","2",118,"2","2",280,"Correct",0
"ZZ74m","2",119,"1","1",416,"Correct",1
"ZZ74m","2",120,"2","2",357,"Correct",0
"ZZ74m","2",121,"1","1",306,"Correct",1
"ZZ74m","2",122,"1","1",517,"Correct",1
"ZZ74m","2",123,"1","1",315,"Correct",1
"ZZ74m","2",124,"1","1",513,"Correct",1
"ZZ74m","2",125,"1","1",593,"Too Slow",1
"ZZ74m","2",126,"1","1",310,"Correct",1
"ZZ74m","2",127,"1","2",457,"Correct",0
"ZZ74m","2",128,"1","1",246,"Correct",1
"ZZ74m","2",129,"2","2",595,"Correct",0
"SCFzz","1",1,"1","1",353,"Correct",1
"SCFzz","1",2,"1","1",513,"Correct",1
"SCFzz","1",3,"1","1",444,"Correct",1
"SCFzz","1",4,"1","1",460,"Correct",1
"SCFzz","1",5,"2","1",312,"Correct",0
"SCFzz","1",6,"1","1",370,"Correct",1
"SCFzz","1",7,"1","1",347,"Correct",1
"SCFzz","1",8,"1","2",683,"Correct",0
"SCFzz","1",9,"1","1",521,"Incorrect",0
"SCFzz","1",10,"1","1",481,"Correct",1
"SCFzz","1",11,"1","1",621,"Incorrect",0
"SCFzz","1",12,"2","1",341,"Correct",0
"SCFzz","1",13,"1","1",325,"Correct",1
"SCFzz","1",14,"1","2",517,"Correct",0
"SCFzz","1",15,"2","2",279,"Correct",0
"SCFzz","1",16,"1","1",344,"Correct",1
"SCFzz","1",17,"1","1",577,"Correct",1
"SCFzz","1",18,"1","1",483,"Correct",1
"SCFzz","1",19,"1","1",351,"Correct",1
"SCFzz","1",20,"1","1",506,"Correct",1
"SCFzz","1",21,"1","1",425,"Correct",1
"SCFzz","1",22,"1","2",482,"Correct",0
"SCFzz","1",23,"1","1",433,"Correct",1
"SCFzz","1",24,"1","2",430,"Correct",0
"SCFzz","1",25,"1","1",382,"Correct",1
"SCFzz","1",26,"2","1",299,"Correct",0
"SCFzz","1",27,"1","1",368,"Correct",1
"SCFzz","1",28,"1","1",390,"Correct",1
"SCFzz","1",29,"2","1",304,"Correct",0
"SCFzz","1",30,"1","1",362,"Correct",1
"SCFzz","1",31,"1","1",485,"Correct",1
"SCFzz","1",32,"1","2",511,"Correct",0
"SCFzz","1",33,"2","1",322,"Correct",0
"SCFzz","1",34,"1","1",366,"Correct",1
"SCFzz","1",35,"2","2",401,"Correct",0
"SCFzz","1",36,"1","1",338,"Correct",1
"SCFzz","1",37,"1","1",406,"Correct",1
"SCFzz","1",38,"1","1",346,"Correct",1
"SCFzz","1",39,"1","2",0,"Too Slow",NA
"SCFzz","1",40,"1","1",509,"Correct",1
"SCFzz","1",41,"1","1",699,"Incorrect",0
"SCFzz","1",42,"1","1",348,"Correct",1
"SCFzz","1",43,"2","2",263,"Correct",0
"SCFzz","1",44,"1","1",0,"Too Slow",1
"SCFzz","1",45,"1","2",469,"Correct",0
"SCFzz","1",46,"2","1",256,"Correct",0
"SCFzz","1",47,"1","1",611,"Correct",1
"SCFzz","1",48,"1","1",382,"Correct",1
"SCFzz","1",49,"1","2",471,"Correct",0
"SCFzz","1",50,"1","1",297,"Correct",1
"SCFzz","1",51,"1","1",413,"Correct",1
"SCFzz","1",52,"1","1",281,"Correct",1
"SCFzz","1",53,"2","2",325,"Correct",0
"SCFzz","1",54,"2","2",336,"Correct",0
"SCFzz","1",55,"1","1",315,"Correct",1
"SCFzz","1",56,"1","1",418,"Correct",1
"SCFzz","1",57,"1","1",341,"Correct",1
"SCFzz","1",58,"1","1",358,"Correct",1
"SCFzz","1",59,"1","1",320,"Correct",1
"SCFzz","1",60,"1","1",0,"Too Slow",1
"SCFzz","1",61,"1","1",442,"Correct",1
"SCFzz","1",62,"1","1",548,"Correct",1
"SCFzz","1",63,"1","1",460,"Correct",1
"SCFzz","1",64,"2","1",259,"Correct",0
"SCFzz","1",65,"2","2",721,"Correct",0
"SCFzz","1",66,"1","1",646,"Correct",1
"SCFzz","1",67,"1","2",665,"Correct",0
"SCFzz","1",68,"2","1",314,"Correct",0
"SCFzz","1",69,"1","1",345,"Correct",1
"SCFzz","1",70,"2","2",382,"Correct",0
"SCFzz","1",71,"1","1",496,"Correct",1
"SCFzz","1",72,"1","2",546,"Correct",0
"SCFzz","1",73,"1","1",348,"Correct",1
"SCFzz","1",74,"1","1",318,"Correct",1
"SCFzz","1",75,"1","1",338,"Correct",1
"SCFzz","1",76,"1","1",356,"Correct",1
"SCFzz","1",77,"1","1",398,"Correct",1
"SCFzz","1",78,"2","1",421,"Correct",0
"SCFzz","1",79,"1","1",0,"Too Slow",1
"SCFzz","1",80,"1","1",406,"Correct",1
"SCFzz","1",81,"1","1",345,"Correct",1
"SCFzz","1",82,"1","1",392,"Correct",1
"SCFzz","1",83,"1","1",313,"Correct",1
"SCFzz","1",84,"1","1",395,"Correct",1
"SCFzz","1",85,"1","1",291,"Correct",1
"SCFzz","1",86,"1","1",374,"Incorrect",0
"SCFzz","1",87,"1","1",346,"Correct",1
"SCFzz","1",88,"1","1",362,"Correct",1
"SCFzz","1",89,"2","1",438,"Correct",0
"SCFzz","1",90,"1","1",319,"Correct",1
"SCFzz","1",91,"1","1",352,"Correct",1
"SCFzz","1",92,"2","2",280,"Correct",0
"SCFzz","1",93,"1","2",523,"Correct",0
"SCFzz","1",94,"1","1",415,"Correct",1
"SCFzz","1",95,"1","1",485,"Correct",1
"SCFzz","1",96,"1","1",379,"Correct",1
"SCFzz","1",97,"1","2",481,"Correct",0
"SCFzz","1",98,"1","1",355,"Correct",1
"SCFzz","1",99,"2","2",286,"Correct",0
"SCFzz","1",100,"1","1",433,"Correct",1
"SCFzz","1",101,"1","1",336,"Correct",1
"SCFzz","1",102,"2","2",478,"Correct",0
"SCFzz","1",103,"1","1",377,"Correct",1
"SCFzz","1",104,"1","1",345,"Correct",1
"SCFzz","1",105,"1","1",330,"Correct",1
"SCFzz","1",106,"2","1",268,"Correct",0
"SCFzz","1",107,"1","1",354,"Correct",1
"SCFzz","1",108,"1","1",325,"Correct",1
"SCFzz","1",109,"1","1",385,"Correct",1
"SCFzz","1",110,"2","2",396,"Correct",0
"SCFzz","1",111,"2","2",440,"Correct",0
"SCFzz","1",112,"1","1",303,"Correct",1
"SCFzz","1",113,"2","2",334,"Correct",0
"SCFzz","1",114,"1","1",361,"Correct",1
"SCFzz","1",115,"1","1",548,"Correct",1
"SCFzz","1",116,"1","2",531,"Correct",0
"SCFzz","1",117,"1","1",311,"Correct",1
"SCFzz","1",118,"1","1",315,"Correct",1
"SCFzz","1",119,"1","1",323,"Correct",1
"SCFzz","1",120,"1","1",294,"Correct",1
"SCFzz","1",121,"1","1",348,"Correct",1
"SCFzz","1",122,"1","1",337,"Correct",1
"SCFzz","1",123,"1","1",319,"Correct",1
"SCFzz","1",124,"2","1",248,"Correct",0
"SCFzz","1",125,"2","1",394,"Correct",0
"SCFzz","1",126,"1","1",375,"Correct",1
"SCFzz","1",127,"1","1",365,"Correct",1
"SCFzz","1",128,"1","1",333,"Correct",1
"SCFzz","1",129,"1","1",405,"Correct",1
"SCFzz","2",1,"1","2",535,"Correct",0
"SCFzz","2",2,"1","1",372,"Correct",1
"SCFzz","2",3,"1","1",335,"Correct",1
"SCFzz","2",4,"2","1",368,"Correct",0
"SCFzz","2",5,"1","1",394,"Correct",1
"SCFzz","2",6,"1","1",367,"Correct",1
"SCFzz","2",7,"1","1",301,"Correct",1
"SCFzz","2",8,"1","2",543,"Correct",0
"SCFzz","2",9,"1","2",495,"Correct",0
"SCFzz","2",10,"1","1",550,"Incorrect",0
"SCFzz","2",11,"1","1",309,"Correct",1
"SCFzz","2",12,"1","1",349,"Correct",1
"SCFzz","2",13,"2","1",248,"Correct",0
"SCFzz","2",14,"2","2",330,"Correct",0
"SCFzz","2",15,"2","2",353,"Correct",0
"SCFzz","2",16,"1","2",344,"Too Slow",NA
"SCFzz","2",17,"2","1",577,"Too Slow",NA
"SCFzz","2",18,"1","1",294,"Correct",1
"SCFzz","2",19,"2","2",321,"Correct",0
"SCFzz","2",20,"1","1",268,"Correct",1
"SCFzz","2",21,"1","1",326,"Correct",1
"SCFzz","2",22,"1","1",393,"Correct",1
"SCFzz","2",23,"2","1",418,"Correct",0
"SCFzz","2",24,"1","1",511,"Correct",1
"SCFzz","2",25,"1","1",382,"Correct",1
"SCFzz","2",26,"1","1",312,"Correct",1
"SCFzz","2",27,"1","1",346,"Correct",1
"SCFzz","2",28,"1","1",292,"Correct",1
"SCFzz","2",29,"2","2",311,"Correct",0
"SCFzz","2",30,"1","1",379,"Correct",1
"SCFzz","2",31,"1","1",296,"Correct",1
"SCFzz","2",32,"1","1",265,"Correct",1
"SCFzz","2",33,"1","1",372,"Correct",1
"SCFzz","2",34,"2","2",279,"Correct",0
"SCFzz","2",35,"1","1",320,"Correct",1
"SCFzz","2",36,"1","1",322,"Correct",1
"SCFzz","2",37,"1","1",266,"Correct",1
"SCFzz","2",38,"1","1",339,"Correct",1
"SCFzz","2",39,"1","1",356,"Correct",1
"SCFzz","2",40,"1","1",289,"Correct",1
"SCFzz","2",41,"1","1",326,"Correct",1
"SCFzz","2",42,"1","1",356,"Correct",1
"SCFzz","2",43,"1","1",408,"Correct",1
"SCFzz","2",44,"1","1",286,"Correct",1
"SCFzz","2",45,"1","1",321,"Correct",1
"SCFzz","2",46,"1","1",279,"Correct",1
"SCFzz","2",47,"1","1",272,"Correct",1
"SCFzz","2",48,"2","2",242,"Correct",0
"SCFzz","2",49,"1","1",303,"Correct",1
"SCFzz","2",50,"1","1",357,"Correct",1
"SCFzz","2",51,"1","1",331,"Correct",1
"SCFzz","2",52,"1","1",250,"Correct",1
"SCFzz","2",53,"1","1",243,"Correct",1
"SCFzz","2",54,"1","1",267,"Correct",1
"SCFzz","2",55,"2","2",249,"Correct",0
"SCFzz","2",56,"1","1",275,"Correct",1
"SCFzz","2",57,"2","1",300,"Correct",0
"SCFzz","2",58,"1","2",492,"Correct",0
"SCFzz","2",59,"1","1",545,"Correct",1
"SCFzz","2",60,"1","1",337,"Correct",1
"SCFzz","2",61,"1","2",494,"Correct",0
"SCFzz","2",62,"2","1",311,"Correct",0
"SCFzz","2",63,"1","1",299,"Correct",1
"SCFzz","2",64,"1","1",316,"Correct",1
"SCFzz","2",65,"1","2",379,"Correct",0
"SCFzz","2",66,"1","1",314,"Correct",1
"SCFzz","2",67,"1","2",424,"Correct",0
"SCFzz","2",68,"2","1",296,"Correct",0
"SCFzz","2",69,"2","1",358,"Correct",0
"SCFzz","2",70,"1","1",356,"Correct",1
"SCFzz","2",71,"1","1",472,"Correct",1
"SCFzz","2",72,"1","1",306,"Correct",1
"SCFzz","2",73,"2","1",235,"Correct",0
"SCFzz","2",74,"1","2",493,"Correct",0
"SCFzz","2",75,"1","1",696,"Correct",1
"SCFzz","2",76,"1","1",403,"Correct",1
"SCFzz","2",77,"1","1",314,"Correct",1
"SCFzz","2",78,"1","1",339,"Correct",1
"SCFzz","2",79,"1","1",313,"Correct",1
"SCFzz","2",80,"2","2",306,"Correct",0
"SCFzz","2",81,"1","1",265,"Correct",1
"SCFzz","2",82,"1","2",555,"Correct",0
"SCFzz","2",83,"1","1",382,"Correct",1
"SCFzz","2",84,"1","1",409,"Correct",1
"SCFzz","2",85,"2","2",317,"Correct",0
"SCFzz","2",86,"1","1",264,"Correct",1
"SCFzz","2",87,"1","1",329,"Correct",1
"SCFzz","2",88,"1","1",318,"Correct",1
"SCFzz","2",89,"1","1",280,"Correct",1
"SCFzz","2",90,"2","1",273,"Correct",0
"SCFzz","2",91,"1","1",272,"Correct",1
"SCFzz","2",92,"1","1",322,"Correct",1
"SCFzz","2",93,"1","1",284,"Correct",1
"SCFzz","2",94,"2","1",239,"Correct",0
"SCFzz","2",95,"2","1",281,"Correct",0
"SCFzz","2",96,"1","1",303,"Correct",1
"SCFzz","2",97,"2","2",467,"Correct",0
"SCFzz","2",98,"1","1",304,"Correct",1
"SCFzz","2",99,"1","1",286,"Correct",1
"SCFzz","2",100,"1","1",565,"Correct",1
"SCFzz","2",101,"1","1",517,"Correct",1
"SCFzz","2",102,"1","2",459,"Correct",0
"SCFzz","2",103,"1","1",353,"Correct",1
"SCFzz","2",104,"1","1",449,"Correct",1
"SCFzz","2",105,"1","1",266,"Correct",1
"SCFzz","2",106,"1","1",304,"Correct",1
"SCFzz","2",107,"1","1",283,"Correct",1
"SCFzz","2",108,"1","1",271,"Correct",1
"SCFzz","2",109,"1","1",322,"Correct",1
"SCFzz","2",110,"1","1",331,"Correct",1
"SCFzz","2",111,"1","1",354,"Correct",1
"SCFzz","2",112,"1","1",271,"Correct",1
"SCFzz","2",113,"1","1",270,"Correct",1
"SCFzz","2",114,"2","1",248,"Correct",0
"SCFzz","2",115,"1","1",297,"Correct",1
"SCFzz","2",116,"1","2",490,"Incorrect",1
"SCFzz","2",117,"1","1",301,"Correct",1
"SCFzz","2",118,"2","2",293,"Correct",0
"SCFzz","2",119,"1","1",318,"Correct",1
"SCFzz","2",120,"2","2",272,"Correct",0
"SCFzz","2",121,"1","1",358,"Correct",1
"SCFzz","2",122,"1","1",475,"Correct",1
"SCFzz","2",123,"1","1",565,"Correct",1
"SCFzz","2",124,"1","1",339,"Correct",1
"SCFzz","2",125,"1","1",285,"Correct",1
"SCFzz","2",126,"1","1",311,"Correct",1
"SCFzz","2",127,"1","2",460,"Correct",0
"SCFzz","2",128,"1","1",334,"Correct",1
"SCFzz","2",129,"2","2",312,"Correct",0
"mPWNL","1",1,"1","1",361,"Correct",1
"mPWNL","1",2,"1","1",397,"Correct",1
"mPWNL","1",3,"1","1",416,"Correct",1
"mPWNL","1",4,"1","1",344,"Correct",1
"mPWNL","1",5,"2","1",227,"Correct",0
"mPWNL","1",6,"1","1",290,"Correct",1
"mPWNL","1",7,"1","1",403,"Correct",1
"mPWNL","1",8,"1","2",494,"Correct",0
"mPWNL","1",9,"1","1",295,"Correct",1
"mPWNL","1",10,"1","1",395,"Correct",1
"mPWNL","1",11,"1","1",285,"Correct",1
"mPWNL","1",12,"2","1",230,"Correct",0
"mPWNL","1",13,"1","1",296,"Correct",1
"mPWNL","1",14,"1","2",394,"Correct",0
"mPWNL","1",15,"2","2",307,"Correct",0
"mPWNL","1",16,"1","1",374,"Correct",1
"mPWNL","1",17,"1","1",276,"Correct",1
"mPWNL","1",18,"1","1",356,"Incorrect",0
"mPWNL","1",19,"1","1",317,"Correct",1
"mPWNL","1",20,"1","1",354,"Correct",1
"mPWNL","1",21,"1","1",408,"Correct",1
"mPWNL","1",22,"1","2",452,"Correct",0
"mPWNL","1",23,"1","1",300,"Correct",1
"mPWNL","1",24,"1","2",421,"Correct",0
"mPWNL","1",25,"1","1",296,"Correct",1
"mPWNL","1",26,"2","1",252,"Correct",0
"mPWNL","1",27,"1","1",338,"Correct",1
"mPWNL","1",28,"1","1",330,"Correct",1
"mPWNL","1",29,"2","1",263,"Correct",0
"mPWNL","1",30,"1","1",348,"Correct",1
"mPWNL","1",31,"1","1",368,"Correct",1
"mPWNL","1",32,"1","2",425,"Correct",0
"mPWNL","1",33,"2","1",260,"Correct",0
"mPWNL","1",34,"1","1",302,"Correct",1
"mPWNL","1",35,"2","2",234,"Correct",0
"mPWNL","1",36,"1","1",455,"Correct",1
"mPWNL","1",37,"1","1",330,"Correct",1
"mPWNL","1",38,"1","1",403,"Correct",1
"mPWNL","1",39,"1","2",443,"Correct",0
"mPWNL","1",40,"1","1",279,"Correct",1
"mPWNL","1",41,"1","1",396,"Correct",1
"mPWNL","1",42,"1","1",385,"Correct",1
"mPWNL","1",43,"2","2",240,"Correct",0
"mPWNL","1",44,"1","1",312,"Correct",1
"mPWNL","1",45,"1","2",541,"Correct",0
"mPWNL","1",46,"2","1",219,"Correct",0
"mPWNL","1",47,"1","1",328,"Correct",1
"mPWNL","1",48,"1","1",441,"Correct",1
"mPWNL","1",49,"1","2",372,"Correct",0
"mPWNL","1",50,"1","1",281,"Correct",1
"mPWNL","1",51,"1","1",377,"Incorrect",0
"mPWNL","1",52,"1","1",274,"Correct",1
"mPWNL","1",53,"2","2",250,"Correct",0
"mPWNL","1",54,"2","2",241,"Correct",0
"mPWNL","1",55,"1","1",406,"Correct",1
"mPWNL","1",56,"1","1",503,"Correct",1
"mPWNL","1",57,"1","1",373,"Correct",1
"mPWNL","1",58,"1","1",368,"Correct",1
"mPWNL","1",59,"1","1",481,"Correct",1
"mPWNL","1",60,"1","1",408,"Correct",1
"mPWNL","1",61,"1","1",473,"Correct",1
"mPWNL","1",62,"1","1",445,"Correct",1
"mPWNL","1",63,"1","1",380,"Correct",1
"mPWNL","1",64,"2","1",253,"Correct",0
"mPWNL","1",65,"2","2",273,"Correct",0
"mPWNL","1",66,"1","1",333,"Correct",1
"mPWNL","1",67,"1","2",462,"Incorrect",1
"mPWNL","1",68,"2","1",225,"Correct",0
"mPWNL","1",69,"1","1",323,"Correct",1
"mPWNL","1",70,"2","2",229,"Correct",0
"mPWNL","1",71,"1","1",473,"Correct",1
"mPWNL","1",72,"1","2",488,"Correct",0
"mPWNL","1",73,"1","1",372,"Correct",1
"mPWNL","1",74,"1","1",452,"Correct",1
"mPWNL","1",75,"1","1",396,"Correct",1
"mPWNL","1",76,"1","1",431,"Correct",1
"mPWNL","1",77,"1","1",370,"Correct",1
"mPWNL","1",78,"2","1",218,"Correct",0
"mPWNL","1",79,"1","1",421,"Correct",1
"mPWNL","1",80,"1","1",304,"Correct",1
"mPWNL","1",81,"1","1",403,"Correct",1
"mPWNL","1",82,"1","1",341,"Correct",1
"mPWNL","1",83,"1","1",414,"Correct",1
"mPWNL","1",84,"1","1",411,"Correct",1
"mPWNL","1",85,"1","1",394,"Correct",1
"mPWNL","1",86,"1","1",484,"Correct",1
"mPWNL","1",87,"1","1",414,"Correct",1
"mPWNL","1",88,"1","1",423,"Correct",1
"mPWNL","1",89,"2","1",235,"Correct",0
"mPWNL","1",90,"1","1",410,"Correct",1
"mPWNL","1",91,"1","1",343,"Correct",1
"mPWNL","1",92,"2","2",227,"Correct",0
"mPWNL","1",93,"1","2",466,"Correct",0
"mPWNL","1",94,"1","1",347,"Correct",1
"mPWNL","1",95,"1","1",436,"Correct",1
"mPWNL","1",96,"1","1",476,"Correct",1
"mPWNL","1",97,"1","2",493,"Correct",0
"mPWNL","1",98,"1","1",382,"Correct",1
"mPWNL","1",99,"2","2",266,"Correct",0
"mPWNL","1",100,"1","1",392,"Correct",1
"mPWNL","1",101,"1","1",347,"Correct",1
"mPWNL","1",102,"2","2",350,"Correct",0
"mPWNL","1",103,"1","1",374,"Correct",1
"mPWNL","1",104,"1","1",348,"Correct",1
"mPWNL","1",105,"1","1",374,"Correct",1
"mPWNL","1",106,"2","1",250,"Correct",0
"mPWNL","1",107,"1","1",310,"Correct",1
"mPWNL","1",108,"1","1",343,"Correct",1
"mPWNL","1",109,"1","1",396,"Correct",1
"mPWNL","1",110,"2","2",228,"Correct",0
"mPWNL","1",111,"2","2",267,"Correct",0
"mPWNL","1",112,"1","1",340,"Correct",1
"mPWNL","1",113,"2","2",200,"Correct",0
"mPWNL","1",114,"1","1",336,"Correct",1
"mPWNL","1",115,"1","1",417,"Correct",1
"mPWNL","1",116,"1","2",374,"Correct",0
"mPWNL","1",117,"1","1",383,"Correct",1
"mPWNL","1",118,"1","1",408,"Correct",1
"mPWNL","1",119,"1","1",441,"Correct",1
